week_start,year,week_num,doy,brent_usd_bbl,coal_newcastle_usd_t,henry_hub_usd_mmbtu,mad_usd,bdi_index,freight_usgulf_morocco_usd_t,petcoke_fob_usgulf_usd_t,petcoke_cfr_morocco_usd_t,petcoke_cfr_morocco_mad_t,cimar_cement_prod_weekly_t,cimar_petcoke_consumed_weekly_t,cimar_purchase_flag,cimar_volume_purchased_t,cimar_price_paid_usd_t,cimar_price_paid_mad_t,sulphur_pct,cimar_annual_spend_mmad
2011-11-21,2011,47,325,110.28,114.69,4.497,8.0119,1284,15.35,73.04,88.39,708.2,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-11-28,2011,48,332,108.35,126.49,4.395,7.9736,1328,17.37,74.35,91.72,731.3,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-12-05,2011,49,339,108.81,122.41,4.643,8.1331,1626,17.59,71.28,88.87,722.8,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-12-12,2011,50,346,109.43,123.32,4.425,8.0159,1527,17.37,73.89,91.26,731.5,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-12-19,2011,51,353,108.73,122.2,4.474,8.1203,1623,16.59,71.84,88.43,718.1,0,0,0,0.0,0.0,0.0,0.0,117.7
2011-12-26,2011,52,360,106.94,121.3,4.664,7.9881,1433,16.33,73.0,89.33,713.6,0,0,0,0.0,0.0,0.0,0.0,117.7
2012-01-02,2012,1,2,111.97,96.92,3.256,8.597,906,16.4,82.09,98.49,846.7,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-01-09,2012,2,9,108.42,101.47,3.348,8.5606,990,16.85,78.88,95.73,819.5,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-01-16,2012,3,16,109.75,102.28,3.28,8.6633,972,16.06,79.15,95.21,824.8,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-01-23,2012,4,23,115.49,102.96,3.21,8.6274,864,15.44,84.18,99.62,859.5,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-01-30,2012,5,30,112.63,103.05,3.185,8.6641,909,15.42,82.2,97.62,845.8,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-02-06,2012,6,37,113.66,99.18,3.192,8.6799,958,14.8,84.22,99.02,859.5,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-02-13,2012,7,44,117.09,96.8,3.271,8.5996,1013,16.27,80.44,96.71,831.7,0,0,1,25295,95.04,817.3,4.93,147.6
2012-02-20,2012,8,51,111.23,98.49,3.035,8.5797,1001,15.6,81.45,97.05,832.7,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-02-27,2012,9,58,117.73,98.79,3.143,8.6602,1043,16.33,83.19,99.52,861.9,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-03-05,2012,10,65,115.06,96.96,3.177,8.6836,970,15.84,81.67,97.51,846.7,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-03-12,2012,11,72,113.23,103.09,3.308,8.5825,935,15.77,83.98,99.75,856.1,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-03-19,2012,12,79,113.24,103.96,2.812,8.6719,989,16.95,86.69,103.64,898.8,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-03-26,2012,13,86,111.78,98.33,3.016,8.6066,1027,16.2,76.91,93.11,801.4,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-04-02,2012,14,93,113.89,97.69,2.802,8.7172,949,16.16,80.01,96.17,838.3,0,0,1,20982,94.05,819.9,6.16,147.6
2012-04-09,2012,15,100,113.13,101.38,2.838,8.6645,1092,16.41,80.81,97.22,842.4,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-04-16,2012,16,107,110.82,96.67,3.063,8.7052,939,14.84,80.21,95.05,827.4,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-04-23,2012,17,114,115.29,100.0,2.653,8.6224,1043,16.34,77.82,94.16,811.9,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-04-30,2012,18,121,113.01,95.81,2.641,8.8103,1040,16.08,81.12,97.2,856.4,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-05-07,2012,19,128,114.85,98.81,2.628,8.7542,936,15.88,79.55,95.43,835.4,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-05-14,2012,20,135,114.88,94.74,2.47,8.6122,1063,16.96,77.29,94.25,811.7,0,0,1,23376,92.05,792.8,4.58,147.6
2012-05-21,2012,21,142,113.29,94.85,2.338,8.6169,971,17.26,79.91,97.17,837.3,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-05-28,2012,22,149,109.07,94.77,2.514,8.7562,878,14.12,81.38,95.5,836.2,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-06-04,2012,23,156,113.77,93.49,2.425,8.4708,969,16.01,80.28,96.29,815.7,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-06-11,2012,24,163,109.6,95.62,2.251,8.6454,899,15.13,76.92,92.05,795.8,0,0,1,24516,88.45,764.7,5.69,147.6
2012-06-18,2012,25,170,114.0,97.27,2.286,8.6323,850,14.88,80.26,95.14,821.3,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-06-25,2012,26,177,119.23,91.53,2.418,8.6902,949,16.72,79.73,96.45,838.2,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-07-02,2012,27,184,112.73,94.01,2.379,8.6962,877,14.45,78.32,92.77,806.7,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-07-09,2012,28,191,109.14,93.63,2.369,8.6024,901,15.41,79.14,94.55,813.4,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-07-16,2012,29,198,104.84,91.85,2.274,8.7025,859,14.0,76.98,90.98,791.8,0,0,1,24373,88.49,770.1,6.46,147.6
2012-07-23,2012,30,205,109.08,90.01,2.203,8.6189,839,13.68,77.63,91.31,787.0,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-07-30,2012,31,212,114.17,94.76,2.168,8.6178,866,15.51,80.48,95.99,827.2,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-08-06,2012,32,219,108.34,93.05,2.332,8.7179,900,15.84,77.4,93.24,812.9,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-08-13,2012,33,226,114.12,93.82,2.235,8.7148,890,15.05,78.07,93.12,811.5,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-08-20,2012,34,233,110.82,93.9,2.365,8.6488,945,16.29,78.51,94.8,819.9,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-08-27,2012,35,240,112.46,89.85,2.422,8.7393,814,14.32,75.72,90.04,786.9,0,0,1,23043,87.6,765.5,5.84,147.6
2012-09-03,2012,36,247,106.66,90.57,2.391,8.5451,822,15.4,74.3,89.7,766.5,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-09-10,2012,37,254,113.84,94.18,2.576,8.5903,871,14.54,80.54,95.08,816.8,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-09-17,2012,38,261,110.0,94.45,2.407,8.5759,851,14.5,79.03,93.53,802.1,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-09-24,2012,39,268,105.66,95.46,2.453,8.6634,850,14.64,78.67,93.31,808.4,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-10-01,2012,40,275,110.19,91.97,2.531,8.5114,832,14.01,77.38,91.39,777.9,0,0,1,24478,87.95,748.6,6.29,147.6
2012-10-08,2012,41,282,108.75,95.56,2.663,8.6101,858,15.3,78.97,94.27,811.7,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-10-15,2012,42,289,110.85,89.92,2.839,8.667,748,14.26,76.42,90.68,785.9,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-10-22,2012,43,296,109.25,95.35,2.976,8.6953,733,14.67,80.74,95.41,829.6,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-10-29,2012,44,303,110.82,97.81,3.105,8.6918,839,15.6,80.12,95.72,832.0,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-11-05,2012,45,310,109.95,94.34,3.113,8.5806,929,15.85,75.77,91.62,786.2,0,0,1,23014,89.77,770.3,5.28,147.6
2012-11-12,2012,46,317,111.08,90.07,3.059,8.6835,801,14.81,79.9,94.71,822.4,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-11-19,2012,47,324,108.84,93.34,3.215,8.7486,849,15.64,79.78,95.42,834.8,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-11-26,2012,48,331,108.39,95.35,3.233,8.7318,895,14.82,81.67,96.49,842.5,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-12-03,2012,49,338,109.22,96.22,3.166,8.7239,926,15.78,79.62,95.4,832.3,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-12-10,2012,50,345,111.07,99.09,2.84,8.6121,898,14.68,81.15,95.83,825.3,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-12-17,2012,51,352,110.63,102.76,3.391,8.6019,886,15.24,81.12,96.36,828.9,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-12-24,2012,52,359,112.01,96.39,3.069,8.6676,949,15.21,81.09,96.3,834.7,0,0,0,0.0,0.0,0.0,0.0,147.6
2012-12-31,2012,1,366,109.97,99.51,3.338,8.628,951,15.39,80.05,95.44,823.5,0,0,0,0.0,0.0,0.0,0.0,147.6
2013-01-07,2013,2,7,108.4,85.03,4.365,8.3485,1181,15.71,80.74,96.45,805.2,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-01-14,2013,3,14,108.56,86.94,4.486,8.4917,1185,15.17,80.3,95.47,810.7,0,0,1,24240,91.95,780.8,6.23,135.8
2013-01-21,2013,4,21,108.14,86.49,4.262,8.3634,1218,16.18,82.93,99.11,828.9,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-01-28,2013,5,28,108.19,86.55,4.221,8.4381,1200,16.32,78.68,95.0,801.6,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-02-04,2013,6,35,108.95,88.4,4.392,8.5991,1316,15.95,82.83,98.78,849.4,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-02-11,2013,7,42,105.31,87.61,4.184,8.4941,1254,16.18,80.6,96.78,822.1,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-02-18,2013,8,49,115.05,87.1,4.601,8.4881,1354,16.98,84.54,101.52,861.7,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-02-25,2013,9,56,105.25,87.22,4.381,8.4371,1205,15.97,84.59,100.56,848.4,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-03-04,2013,10,63,114.01,87.7,4.341,8.4183,1189,15.36,86.74,102.1,859.5,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-03-11,2013,11,70,109.99,87.19,4.069,8.5525,1477,18.72,82.36,101.08,864.5,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-03-18,2013,12,77,111.61,84.05,4.289,8.371,1364,16.14,80.41,96.55,808.2,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-03-25,2013,13,84,108.58,86.02,3.891,8.4076,1419,16.41,82.13,98.54,828.5,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-04-01,2013,14,91,114.18,86.03,3.788,8.4264,1449,17.35,82.1,99.45,838.0,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-04-08,2013,15,98,112.17,84.38,3.925,8.4641,1323,16.09,80.17,96.26,814.8,0,0,1,23734,92.55,783.4,5.65,135.8
2013-04-15,2013,16,105,112.27,89.6,3.644,8.4671,1170,15.47,84.34,99.81,845.1,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-04-22,2013,17,112,108.26,84.15,3.561,8.4573,1325,15.24,76.95,92.19,779.7,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-04-29,2013,18,119,108.98,87.1,3.186,8.4105,1289,17.27,81.67,98.94,832.1,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-05-06,2013,19,126,111.54,85.98,3.203,8.4854,1343,17.01,89.53,106.54,904.0,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-05-13,2013,20,133,104.67,89.33,3.388,8.457,1310,16.27,81.41,97.68,826.1,0,0,1,20611,93.43,790.2,5.63,135.8
2013-05-20,2013,21,140,111.05,81.26,3.458,8.4154,1206,15.73,82.16,97.89,823.8,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-05-27,2013,22,147,108.49,85.29,3.197,8.4848,1346,17.84,81.03,98.87,838.9,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-06-03,2013,23,154,111.54,84.27,3.403,8.3975,1336,16.54,81.45,97.99,822.9,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-06-10,2013,24,161,109.74,84.23,3.169,8.4527,1390,17.53,82.66,100.19,846.9,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-06-17,2013,25,168,108.0,81.15,3.261,8.4918,1365,16.44,78.76,95.2,808.4,0,0,1,21009,93.77,796.3,6.2,135.8
2013-06-24,2013,26,175,104.52,81.95,3.23,8.4124,1278,16.25,79.29,95.54,803.7,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-07-01,2013,27,182,105.6,82.74,2.713,8.429,1069,16.05,80.74,96.79,815.8,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-07-08,2013,28,189,109.73,85.82,2.949,8.5432,1267,16.17,83.95,100.12,855.3,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-07-15,2013,29,196,105.19,79.99,2.984,8.4087,1083,16.13,77.47,93.6,787.1,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-07-22,2013,30,203,108.91,80.34,2.839,8.456,994,14.89,76.6,91.49,773.6,0,0,1,22673,88.15,745.4,5.54,135.8
2013-07-29,2013,31,210,113.11,83.64,3.088,8.5147,1068,15.64,81.98,97.62,831.2,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-08-05,2013,32,217,108.2,84.33,3.188,8.4571,984,14.3,80.58,94.88,802.4,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-08-12,2013,33,224,107.53,78.53,3.431,8.5296,1161,15.82,77.38,93.2,795.0,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-08-19,2013,34,231,104.5,81.32,3.202,8.3666,1126,15.51,75.12,90.63,758.3,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-08-26,2013,35,238,104.59,80.14,3.461,8.4729,974,15.13,75.2,90.33,765.4,0,0,1,21695,89.29,756.5,5.82,135.8
2013-09-02,2013,36,245,109.73,80.04,3.262,8.5183,969,13.96,78.01,91.97,783.4,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-09-09,2013,37,252,109.5,77.63,2.959,8.4133,1117,16.29,76.97,93.26,784.6,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-09-16,2013,38,259,105.48,84.08,3.15,8.417,1081,15.65,79.13,94.78,797.8,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-09-23,2013,39,266,106.64,75.64,3.386,8.4668,979,14.9,76.84,91.74,776.7,0,0,1,22566,89.42,757.1,4.63,135.8
2013-09-30,2013,40,273,105.6,82.14,3.418,8.4278,1112,15.63,78.06,93.69,789.6,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-10-07,2013,41,280,107.15,83.69,3.336,8.5085,1033,15.39,82.34,97.73,831.5,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-10-14,2013,42,287,102.85,80.61,3.672,8.3937,1210,15.5,76.72,92.22,774.1,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-10-21,2013,43,294,107.21,79.76,3.735,8.4588,1041,15.12,77.37,92.49,782.4,0,0,1,19637,89.6,757.9,4.66,135.8
2013-10-28,2013,44,301,102.65,83.72,4.147,8.4411,1095,15.87,76.96,92.83,783.6,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-11-04,2013,45,308,111.52,83.81,4.211,8.3967,1238,16.64,82.32,98.96,830.9,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-11-11,2013,46,315,107.69,83.13,4.221,8.4483,929,13.93,79.75,93.68,791.4,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-11-18,2013,47,322,108.08,83.99,4.297,8.3247,1120,14.47,81.95,96.42,802.7,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-11-25,2013,48,329,107.18,85.52,4.019,8.5156,1209,16.37,80.91,97.28,828.4,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-12-02,2013,49,336,109.23,83.26,4.365,8.5375,1226,15.66,81.15,96.81,826.5,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-12-09,2013,50,343,104.38,86.69,4.35,8.3295,1054,15.07,80.52,95.59,796.2,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-12-16,2013,51,350,104.86,86.64,4.36,8.4285,1104,16.13,84.11,100.24,844.9,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-12-23,2013,52,357,107.09,84.64,4.437,8.4188,1173,16.29,77.3,93.59,787.9,0,0,0,0.0,0.0,0.0,0.0,135.8
2013-12-30,2013,1,364,112.25,86.61,4.305,8.4347,1199,14.92,85.62,100.54,848.0,0,0,0,0.0,0.0,0.0,0.0,135.8
2014-01-06,2014,2,6,99.21,73.26,5.344,9.1839,1155,15.61,76.47,92.08,845.7,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-01-13,2014,3,13,94.08,72.43,5.032,9.278,1171,15.44,72.25,87.69,813.6,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-01-20,2014,4,20,99.29,71.06,5.327,9.2261,925,14.32,72.21,86.53,798.3,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-01-27,2014,5,27,95.75,70.56,5.161,9.336,1189,15.59,73.51,89.1,831.8,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-02-03,2014,6,34,98.86,71.77,4.877,9.1366,1148,15.82,74.02,89.84,820.8,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-02-10,2014,7,41,99.15,71.37,5.2,9.1647,1251,15.69,72.81,88.5,811.1,0,0,1,19973,85.95,787.7,5.94,124.6
2014-02-17,2014,8,48,96.73,72.31,5.226,9.2834,1278,16.73,72.17,88.9,825.3,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-02-24,2014,9,55,99.69,71.78,5.239,9.1725,1282,16.97,77.38,94.35,865.4,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-03-03,2014,10,62,99.62,74.7,5.357,9.21,1102,14.38,77.14,91.52,842.9,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-03-10,2014,11,69,96.08,72.5,4.921,9.262,1261,16.46,75.99,92.45,856.3,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-03-17,2014,12,76,98.46,71.8,4.61,9.3038,1303,16.82,76.03,92.85,863.9,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-03-24,2014,13,83,97.95,76.28,4.956,9.2976,1374,15.96,75.53,91.49,850.6,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-03-31,2014,14,90,99.06,74.24,4.389,9.299,1344,17.18,76.04,93.22,866.9,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-04-07,2014,15,97,98.43,70.93,4.714,9.3005,1234,15.94,70.34,86.28,802.4,0,0,1,21195,85.25,792.8,5.8,124.6
2014-04-14,2014,16,104,98.18,76.14,4.17,9.2623,1312,15.86,76.7,92.56,857.3,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-04-21,2014,17,111,103.08,72.12,4.794,9.142,1312,16.5,76.65,93.15,851.6,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-04-28,2014,18,118,101.76,70.36,4.245,9.1297,1270,16.56,75.15,91.71,837.3,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-05-05,2014,19,125,103.17,72.22,4.14,9.193,1161,16.5,77.83,94.33,867.2,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-05-12,2014,20,132,99.82,71.26,3.882,9.3259,1258,17.46,72.7,90.16,840.8,0,0,1,21159,86.72,808.8,5.89,124.6
2014-05-19,2014,21,139,99.31,71.3,4.047,9.236,1128,16.14,75.21,91.35,843.7,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-05-26,2014,22,146,97.8,73.18,4.05,9.2587,1189,16.27,73.28,89.55,829.1,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-06-02,2014,23,153,99.94,65.91,3.933,9.1489,1286,16.27,70.93,87.2,797.8,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-06-09,2014,24,160,98.1,69.26,3.951,9.0889,1254,16.49,70.71,87.2,792.6,0,0,1,19668,85.27,775.0,5.68,124.6
2014-06-16,2014,25,167,96.76,72.81,3.547,9.1753,1228,16.36,72.71,89.07,817.2,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-06-23,2014,26,174,99.72,67.17,3.805,9.3187,1165,16.03,74.68,90.71,845.3,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-06-30,2014,27,181,98.95,66.57,3.678,9.3851,1030,14.89,72.04,86.93,815.8,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-07-07,2014,28,188,98.58,66.7,3.754,9.4002,1108,14.98,68.93,83.91,788.8,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-07-14,2014,29,195,99.12,70.57,3.652,9.2498,1031,14.46,74.94,89.4,826.9,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-07-21,2014,30,202,100.51,65.13,3.814,9.2872,1170,15.06,68.84,83.9,779.2,0,0,1,18961,82.08,762.3,5.45,124.6
2014-07-28,2014,31,209,97.66,69.0,3.859,9.2957,1028,14.49,74.35,88.84,825.8,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-08-04,2014,32,216,95.44,71.08,3.583,9.353,1085,15.31,72.16,87.47,818.1,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-08-11,2014,33,223,96.79,68.61,3.672,9.2116,1007,15.02,68.6,83.62,770.3,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-08-18,2014,34,230,98.59,65.77,3.535,9.1407,870,13.45,69.76,83.21,760.6,0,0,1,19212,80.48,735.6,6.46,124.6
2014-08-25,2014,35,237,102.13,66.64,3.789,9.2759,1008,14.94,70.28,85.22,790.5,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-09-01,2014,36,244,100.76,71.27,3.569,9.1837,968,14.2,75.19,89.39,820.9,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-09-08,2014,37,251,95.27,72.03,4.084,9.2638,1062,15.92,72.55,88.47,819.6,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-09-15,2014,38,258,94.98,68.01,4.115,9.259,855,13.69,71.1,84.79,785.1,0,0,1,18138,83.17,770.0,5.55,124.6
2014-09-22,2014,39,265,96.76,71.89,3.837,9.2827,1089,16.75,73.09,89.84,834.0,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-09-29,2014,40,272,98.14,69.29,4.184,9.2436,1006,13.48,73.75,87.23,806.3,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-10-06,2014,41,279,97.24,67.94,4.591,9.2063,942,15.8,70.4,86.2,793.6,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-10-13,2014,42,286,95.61,68.33,4.484,9.2635,875,13.96,70.59,84.55,783.2,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-10-20,2014,43,293,96.84,69.72,4.507,9.135,1062,15.42,74.8,90.22,824.2,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-10-27,2014,44,300,98.22,71.35,4.611,9.3372,1026,15.02,77.49,92.51,863.8,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-11-03,2014,45,307,99.44,70.61,4.382,9.1666,1016,15.11,72.69,87.8,804.8,0,0,1,21658,86.25,790.6,5.18,124.6
2014-11-10,2014,46,314,97.73,72.94,4.837,9.1761,994,14.43,73.91,88.34,810.6,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-11-17,2014,47,321,96.52,69.19,4.549,9.2417,971,13.06,75.49,88.55,818.4,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-11-24,2014,48,328,100.42,69.73,4.87,9.1741,1157,16.89,73.7,90.59,831.1,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-12-01,2014,49,335,100.45,71.16,4.672,9.2233,1050,14.94,73.87,88.81,819.1,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-12-08,2014,50,342,97.91,70.99,5.008,9.1813,998,14.17,75.11,89.28,819.7,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-12-15,2014,51,349,93.16,73.75,5.33,9.2304,868,14.02,73.79,87.81,810.5,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-12-22,2014,52,356,96.1,70.77,5.404,9.2931,1013,14.07,72.46,86.53,804.1,0,0,0,0.0,0.0,0.0,0.0,124.6
2014-12-29,2014,1,363,98.3,73.06,5.015,9.2831,1250,16.75,74.67,91.42,848.7,0,0,0,0.0,0.0,0.0,0.0,124.6
2015-01-05,2015,2,5,52.25,59.86,3.231,9.4665,728,11.08,37.86,48.94,463.3,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-01-12,2015,3,12,50.82,61.18,3.084,9.5531,709,11.46,37.66,49.12,469.2,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-01-19,2015,4,19,54.98,57.94,3.144,9.563,706,11.11,39.35,50.46,482.5,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-01-26,2015,5,26,49.95,61.8,2.775,9.4782,837,11.45,37.41,48.86,463.1,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-02-02,2015,6,33,52.7,64.5,2.843,9.4839,840,12.49,39.86,52.35,496.5,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-02-09,2015,7,40,51.44,64.64,3.242,9.6112,732,11.06,39.56,50.62,486.5,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-02-16,2015,8,47,53.59,63.63,3.126,9.505,850,11.9,40.47,52.37,497.8,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-02-23,2015,9,54,55.16,59.42,2.983,9.5531,708,11.09,40.96,52.05,497.2,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-03-02,2015,10,61,50.9,61.19,3.025,9.6085,787,10.86,38.62,49.48,475.4,0,0,1,20640,48.28,463.9,5.66,66.4
2015-03-09,2015,11,68,52.37,57.58,3.045,9.6763,800,11.57,38.44,50.01,483.9,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-03-16,2015,12,75,53.7,62.61,2.825,9.7117,817,11.66,38.44,50.1,486.6,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-03-23,2015,13,82,53.81,59.63,2.737,9.5798,749,12.07,39.7,51.77,495.9,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-03-30,2015,14,89,55.96,58.84,2.763,9.559,769,10.91,39.86,50.77,485.3,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-04-06,2015,15,96,52.93,62.45,2.765,9.8135,730,11.6,40.31,51.91,509.4,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-04-13,2015,16,103,52.15,62.15,2.679,9.6539,761,10.95,40.79,51.74,499.5,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-04-20,2015,17,110,53.39,61.56,2.505,9.628,854,11.23,38.76,49.99,481.3,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-04-27,2015,18,117,53.39,60.21,2.512,9.7192,831,11.96,37.83,49.79,483.9,0,0,0,0.0,0.0,0.0,0.0,66.4
2015-05-04,2015,19,124,52.91,61.74,2.564,9.6106,808,10.7,39.11,49.81,478.7,0,0,1,20552,48.2,463.2,4.6,66.4
2015-05-11,2015,20,131,55.7,57.94,2.341,9.7673,707,10.67,38.95,49.62,484.7,0,0,0,0.0,0.0,0.0,0.0,66.4
